RecipeID,Recipe Name,Ingredients,Directions,Rate
8253,Cajun Cake Recipe ,"cake,flour,white sugar,baking soda,salt,egg,pineapple,Topping:,white sugar,milk,margarine,pecan,coconut","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch pan.**In a large bowl, sift together flour, 1 1/2 cup sugar, salt and baking soda. Add eggs, pineapple, and juice. Mix at low speed until well blended.**Pour batter into prepared pan. Bake in preheated oven until a tester comes out clean, 30 to 35 minutes. Have the topping ready when the cake comes out of the oven.**To Make Topping: In a saucepan, combine milk, 3/4 cup sugar, and margarine. Bring to a boil and cook for 2 minutes, stirring constantly. Add pecans and coconut and combine. Remove from heat.**When cake comes out of the oven, pour on the topping and carefully spread on while cake is still hot.**",4
8255,Snickerdoodle Cake I Recipe ,"white sugar,shortening,egg,flour,baking powder,salt,milk,white sugar,cinnamon","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.**In a medium bowl, sift together flour, baking powder and salt. Set aside.**In a large bowl, cream shortening and 2 cups sugar until fluffy. Add eggs one at a time, mixing well with each addition. Alternately add milk and flour mixture in three stages, mixing well with each addition.**In a small bowl, mix 3 tablespoons sugar with 1 teaspoon cinnamon. Sprinkle this mixture evenly over cake.**Pour into prepared 9x13 inch pan and bake at 350 degrees F (175 degrees C) for 35 to 40 minutes or until done.**",5
8256,Orange Cream Cake IV Recipe ,"orange,milk,orange,topping thawed,orange,sour cream,sugar","Preheat oven to temperature indicated on cake mix package. Prepare two 9 inch round cake pans according to package directions.**Prepare cake according to package directions, but substitute milk for water, and add 2 teaspoons orange extract. Pour batter into two 9 inch pans and bake as directed. When cakes are cool, slice each layer in half horizontally, making four layers total.**To Make Frosting: In a large bowl, combine whipped topping, 1/4 teaspoon orange extract, sour cream and confectioners sugar. Mix well to combine.**Spread frosting between layers, on sides and over top of cake.**",4
8257,German Sweet Chocolate Cake I Recipe ,"chocolate,water,flour,baking soda,salt,butter,white sugar,egg,vanilla,buttermilk,egg,milk,white sugar,butter,egg,vanilla,coconut,pecan","Preheat oven to 350 degrees F (175 degrees C). Line bottom of 9x13 pan with parchment paper.**Microwave chocolate and water on high for 1 1/2 to 2 minutes. Stir halfway through. Stir until all is melted and smooth.**In a medium bowl, mix together flour, soda and salt. Set aside.**In a large bowl, cream 1 cup butter and 2 cups sugar until light and fluffy. Add 4 egg yolks one at a time, beating well after each addition. Stir in chocolate and 1 teaspoon vanilla. Add flour mixture alternately with buttermilk. Beat after each addition until smooth.**In a separate bowl, beat egg whites on high until soft peaks form. Gently fold into batter. Pour into 9x13 inch pan.**Bake at 350 degrees F (175 degrees C) for 30 minutes, or until toothpick inserted into center of cake comes out clean. Cool completely, then frost with coconut-pecan frosting.**Combine milk, 1 1/2 cup sugar, 3/4 cup butter, 4 egg yolks and 1 1/2 teaspoons vanilla in large saucepan. Cook and stir on medium heat for about 12 minutes, or until thick and golden brown. Remove from heat. Stir in coconut and pecans. Cool to room temperature, and spreading consistency.**",5
8258,Banana Cake V Recipe ,"white sugar,butter,egg,baking soda,sour cream,banana,flour,vanilla","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x9 inch pan.**In a large bowl, cream butter and sugar until light. Add eggs and beat well. Dissolve soda in the sour cream and add it to the butter mixture. Beat well. Add the mashed bananas and mix in. Add cake flour and mix well. Stir in vanilla extract.**Pour batter into a 9x9 inch pan and bake at 350 degrees F (175 degrees C) for 45 minutes or until done.**",5
8261,'Little Mickey''s Favorite Cheesecake Recipe ',"ham,peanut,cinnamon,butter,cream cheese,peanut butter,white sugar,flour,vanilla,egg,egg,cream,chocolate","Preheat oven to 375 degrees F (190 degrees C). Line the outside of a 9 inch springform pan with aluminum foil.**To Make Crust: In a medium bowl, combine graham cracker crumbs, peanuts, and cinnamon. Stir in butter. Press the mixture onto the bottom and sides of an ungreased 8 or 9 inch springform pan, and set aside.**To Make Filling: In a large mixing bowl, beat cream cheese, peanut butter, sugar, flour, and vanilla with an electric mixer until smooth. Add eggs and egg yolk all at once, beating on low speed until combined. Stir in half-and-half and chocolate chips.**Pour batter into the springform pan. Place the pan in a large baking pan, pour boiling water into the baking pan until it comes 1/2 way up the sides of the spring form pan.  Bake in the preheated oven for 40 to 50 minutes.**Let cake cool completely, and keep in refrigerator for at least 4 hours before serving.**",5
8263,Best White Icing Ever Recipe ,"sugar,shortening,water,vanilla","'In a large bowl, combine sugar, shortening, water and vanilla. Beat on low speed to combine, then beat on medium speed for a full five minutes. It won''t look like Icing at first, but keep the mixer going for a full five minutes, and then you''re done!**Note: If you''re not using this for decorating, but just for icing the cake, thin the icing by adding 3 tbs. of corn syrup, or water to the icing.**'",4
8265,Funnel Cakes IV Recipe ,"salt,baking powder,flour,egg,white sugar,milk,vegetable oil,sugar","'Mix salt, baking powder, and half the flour in a bowl. Set aside.**Cream eggs, sugar, and milk in a large bowl. Add flour mixture and beat until smooth. Continue to add remaining flour, but use only enough to achieve desired consistency. Batter will be thin enough to run through a funnel.**Heat the oil to 375 degrees F (190 degrees C) in an 8-inch skillet.**Put your finger over the bottom opening of the funnel, and fill the funnel with a generous 1/2 cup of the batter. Hold the funnel close to the surface of the oil, and release the batter into the oil while making a circular motion. Fry until golden brown. Use tongs and wide spatula to turn the cake over carefully. Fry the second side one minute. Drain on paper towels, and sprinkle with sifted confectioners'' sugar.**'",5
8268,Whipping Cream Pound Cake Recipe ,"butter,white sugar,egg,flour,cream,vanilla,almond,sugar","'Preheat oven to 325 degrees F (165 degrees C). Grease and flour a 10-inch tube pan.**In a large bowl, cream butter for 2 minutes. Add sugar and continue beating for 5 minutes, scraping down bowl occasionally. The mixture should be noticeably lighter in color. Add eggs one at a time, beating well with each addition.**Add flour alternately with whipping cream, beginning and ending with flour. Stir in vanilla and almond extract.**Spread batter into prepared pan. Bake in preheated oven until a tester inserted in the center of the cake comes out clean, about 70 minutes. Allow to cool in pan for 15 minutes.**Turn cake out onto a cotton dish towel and place on cooling rack covered with cotton towel. When cake is cool, top with confectioners'' sugar and serve with fruit or by itself.**'",5
8269,Raw Apple Cake Recipe ,"vegetable oil,egg,white sugar,flour,apple,salt,cinnamon,nutmeg,baking soda,cream cheese,milk,vanilla,salt,sugar","Preheat oven to 350 degrees F(175 degrees C). Grease and flour a 9x13 inch pan.**Chop apples finely and place into a large bowl. In a separate bowl, beat eggs and oil together and pour over apples. Let stand while mixing the dry ingredients.**in a medium bowl, mix sugar, flour, 1 teaspoon salt, cinnamon, nutmeg and baking soda. Fold into apples, eggs and oil and mix well. Batter will be thick.**Pour into prepared 9x13 inch pan, and bake at 350 degrees F ( 175 degrees C) for 45 minutes. Once cool frost with Cream Cheese Icing.**To Make Cream Cheese Frosting: In a medium bowl, combine cream cheese, milk, vanilla and pinch of salt. Gradually add sugar, beating until frosting is smooth.  Add additional milk, 1 tablespoon at a time, until frosting is desired consistency.**",5
8270,'Sam''s Famous Carrot Cake Recipe ',"egg,buttermilk,vegetable oil,white sugar,vanilla,cinnamon,salt,flour,baking soda,carrot,coconut,walnut,pineapple,raisin","Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8x12 inch pan.**In a medium bowl, sift together flour, baking soda, salt and cinnamon. Set aside.**In a large bowl, combine eggs, buttermilk, oil, sugar and vanilla. Mix well. Add flour mixture and mix well.**In a medium bowl, combine shredded carrots, coconut, walnuts, pineapple and raisins.**Using a large wooden spoon or a very heavy whisk, add carrot mixture to batter and fold in well.**Pour into prepared 8x12 inch pan, and bake at 350 degrees F (175 degrees C) for 1 hour. Check with toothpick.**Allow to cool for at least 20 minutes before serving.**",5
8271,Raspberry White Chocolate Mousse Recipe ,"raspberry,white sugar,liqueur,whipping cream,chocolate,food coloring","Process berries in a blender or food processor until smooth. Strain mixture into a small bowl, and discard seeds. Add the sugar and liqueur, and stir until sugar dissolves. Makes 1 cup of sauce.**In a heavy saucepan on low heat, warm 1/4 cup of the cream and the white chocolate, stirring constantly until chocolate melts. Let mixture cool until it is lukewarm. Stir in 1 tablespoon of raspberry sauce, and the food coloring. Transfer to a large bowl.**In a medium bowl, whip remaining 1 1/2 cup cream to soft peaks. Fold into melted chocolate mixture, one-third at a time, until no streaks remain.**Layer into parfait dishes, and serve with the sauce. May also be used to fill or ice a cake.**",4
8272,Peach Angel Food Cake Recipe ,"cake,peach","In a large bowl, combine cake mix, peaches and juice (do not add water). Mix well.**Pour into tube pan or 2 loaf pans.**Bake according to directions on cake package.**If desired, serve with whipped topping.**",4
8275,No Bake Cheesecake II Recipe ,"cream cheese,topping thawed,white sugar,vanilla,apple,ham","Beat cream cheese, sugar, and vanilla extract until smooth. Fold in Cool Whip.**Fill pie crust and top with pie filling. Chill 1 to 2 hours before serving.**",5
8279,Mountain Dew Cake Recipe ,"lemon,vanilla,vegetable oil,egg,10 fluid ounces Mountain Dew,pineapple,white sugar,cornstarch,butter,coconut","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.**In a large bowl, combine cake mix, pudding mix, oil, eggs and citrus soda. Mix until all ingredients are moistened.**Pour into prepared 9x13 inch pan and bake at 350 degrees F (175 degrees C) for 30 to 35 minutes. Cool completely.**To make the topping: In a saucepan, combine pineapple (with juice), sugar and corn starch. Bring to a boil and cook, stirring constantly, until thick. Remove from heat. Add butter and coconut. Spread topping evenly over cake.**",4
8281,Pineapple Angel Food Cake I Recipe ,"cake,pineapple,topping thawed","Preheat oven to 350 degrees F (175 degrees C). Spray a 9x13 inch pan with vegetable oil spray.**In a large bowl, combine cake mix and pineapple (with juice). Mix until well blended.**Pour batter into prepared 9x13 inch pan. Bake at 350 degrees F (175 degrees C) for 25 minutes or until golden brown. Let cool.**Serve with whipped topping**",5
8282,Red Velvet Cake IV Recipe ,"butter,white sugar,egg,food coloring,cocoa powder,flour,buttermilk,vanilla,salt,baking soda,vinegar,cream cheese,chocolate,butter","Preheat oven to 325 degrees F (165 degrees C). Grease and flour three 8 inch pans.**In a large bowl, cream 1 cup butter with sugar. Add eggs one at a time, beating well after each addition.  Mix food coloring with cocoa and add to mixture.**Add flour alternately with buttermilk. Add vanilla and salt.**Mix baking soda with vinegar, and gently stir into mixture. Be careful not to over mix.**Divide batter into three prepared 8 inch round pans. Bake at 325 degrees F (165 degrees C) for 25 minutes. Allow to cool.**To make the White Chocolate Cream Cheese Icing: Melt the white chocolate and allow to cool to lukewarm. In a large bowl, beat the cream cheese until light and fluffy. Gradually beat in melted white chocolate and softened butter. Beat until it is the consistency of whipped cream, then use to fill and frost the cake.**",4
8283,One ,"butter,white sugar,flour,egg,egg,baking powder,milk,vanilla","Preheat oven to 350 degrees F (175 degrees C). Grease and flour three 9-inch round pans.**Beat butter and 1 cup of sugar with an electric mixer in a large bowl until light and fluffy. The mixture should be noticeably lighter in color.**In a separate bowl, beat egg yolks well, then add to butter mixture.**Sift together flour and baking powder. Add alternately with the milk to the butter-sugar mixture. Beat well. Add vanilla.**Beat egg whites until stiff but not dry. Add 1 cup sugar to the egg whites. Fold into cake batter.**Divide evenly into three prepared 9 inch round pans. Bake at 350 degrees F (175 degrees C) for 25 minutes.**",4
8287,Applesauce Cake III Recipe ,"white sugar,shortening,applesauce,molasses,flour,baking soda,cinnamon,clove,salt,raisin","Preheat oven to 350 degrees F (175 degrees C). Grease and flour tube pan.**In a medium bowl, sift together the flour, baking soda, cinnamon, cloves and salt. Set aside.**In a large bowl, cream the sugar and shortening until fluffy. Add applesauce and molasses and mix in.**Gradually add the flour mixture and beat well to moisten. Fold in the raisins.**Pour into a prepared fluted or straight sided tube pan. Bake at 350 degrees F (175 degrees C) for 45 minutes, or until toothpick inserted into the middle of cake comes out clean. Cake will not rise to top of pan. Cool for 10 minutes and remove from pan and cool on wire rack.**",4
8288,Chocolate Chip Coffee Cake Recipe ,"butter,white sugar,egg,sour cream,vanilla,flour,baking powder,baking soda,chocolate,white sugar,cinnamon","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch pan.**In a medium bowl, stir together the flour, baking powder and soda. Set aside.**In a large bowl, cream the butter and 1 cup of sugar. Add eggs, sour cream and vanilla. Mix well.**Add the flour mixture and combine. Batter will be thick.**In a separate bowl, combine chocolate chips, 1/2 cup sugar and cinnamon. Set aside.**Spread half of the cake batter in prepared pan. Sprinkle half of the chocolate chip mixture over the batter. Repeat with the remaining batter, and then the remaining chocolate chip mixture.**Bake in the preheated oven until a toothpick inserted near the center comes out clean, 25 to 30 minutes. Cool on wire rack.**",4
8290,Fresh Fig Cake Recipe ,"butter,white sugar,egg,flour,salt,baking powder,fat free,vanilla,almond,fig,fig,brown sugar,water,lemon juice","Preheat oven to 350 degrees F (175 degrees C). Spray two 8-inch round cake pans with vegetable oil spray.**In a medium bowl, sift together flour, salt and baking powder. Set aside.**In a large mixing bowl, cream butter with the sugar until fluffy. Add egg and beat well. Add flour mixture alternately with the evaporated milk. Fold in vanilla and almond extracts and 1 cup chopped figs.**Divide into two prepared 8-inch round cake pans. Bake in preheated oven until cake springs back when lightly touched with a fingertip and a toothpick inserted into the center comes out clean, 25 to 30 minutes. Cool cake layers on wire rack.**To make the filling: In a saucepan, combine 2 cups chopped figs, brown sugar, water and lemon juice. Bring to a boil. Reduce heat to a simmer and cook until thickened, about 20 minutes. Spread thinly between cooled cake layers and on top.**",4
8295,Earthquake Cake II Recipe ,"coconut,pecan,chocolate,cream cheese,sugar,butter,vanilla","Preheat oven to 350 degrees F (175 degrees C). Lightly grease the bottom and sides of one 9 x 13 inch baking pan.**Layer coconut and pecans in the bottom of pan.**Prepare cake mix according to package instructions and pour over pecans and coconut.**Combine cream cheese, butter or margarine, vanilla and confectioners sugar and beat until smooth. Pour over cake mix.**Bake at 350 degrees F (175 degrees C) for 30 minutes. Toothpick will not come out clean.**",5
8298,Pecan Pie Cake I Recipe ,"butter,brown sugar,butter,water,pecan,egg,butter,egg,milk,white sugar,corn syrup","Preheat the oven to 325 degrees F (165 degrees C). Grease a 9x13 inch baking dish.**Reserve 3/4 cup cake mix for second layer. Set aside.**For the first layer: In a large bowl, combine 1/2 cup margarine or butter, brown sugar, cake mix (minus 3/4 cup), water, pecans and 2 eggs. Mix well.**Spread batter into pan. Bake at 325 degrees F (165 degrees C) for 20 minutes.**For the second layer: In a large bowl, combine 1/2 cup butter or margarine, 2 eggs, milk, sugar, corn syrup and reserved 3/4 cup cake mix. Mix well and pour over first layer.**Bake at 325 degrees F (165 degrees C), for 25 to 30 minutes.**",5
8299,Better Than...Cake Recipe ,"butter,vanilla,egg,water,vegetable oil,sour cream,chocolate","Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 9 inch round cake pans.**In a large bowl, combine cake mix, pudding mix, eggs, water, oil and sour cream. Beat with a mixer until smooth. Stir in chocolate chips.**Divide into two 9 inch pans. Bake at 350 degrees F (175 degrees C) for 45 minutes.**Frost with Cream Cheese Frosting or Sour Cream Chocolate Frosting.**",4
8300,Country Pound Cake Recipe ,"flour,baking powder,salt,butter,shortening,white sugar,egg,milk,vanilla,lemon","Do not preheat the oven. Grease 10 inch tube pan and line bottom with wax paper or parchment paper.**Sift together the flour, baking powder and salt. Set aside.**In a large bowl, beat the butter, shortening, and sugar on low speed for 10 minutes.  Add the eggs one at a time, blending well after each addition.  Alternately add the flour mixture and milk, mixing well.  Add the vanilla and lemon extracts.**Pour batter into the prepared pan.  Set the oven temperature to 350 degrees F (175 degrees C. Bake for 1 hour and 20 minutes, or until a toothpick inserted into the middle of cake comes out clean.  Allow cake to cool in the pan for 1 hour.  Remove to a cake rack and cool for at least 3 hours.**",5
8301,Banana Loaf Cake I Recipe ,"flour,white sugar,butter,vanilla,baking soda,baking powder,egg,banana","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 5x9-inch loaf pan.**Mash bananas and add flour, sugar, butter, vanilla, baking powder, baking soda and egg. Mix well. Pour into loaf pan.**Bake in preheated oven until toothpick inserted into center of cake comes out clean, 50 to 60 minutes.**",5
8302,Banana Chocolate Chip Cake Recipe ,"flour,white sugar,baking powder,salt,banana,egg,butter,milk,chocolate","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.**In a large bowl, mix flour, sugar, baking powder and salt.**In a separate bowl, combine bananas, egg, melted butter and milk.**Stir banana mixture into flour mixture until blended. Be careful not to over mix.**Stir in chocolate chips.**Pour batter into 9x13 inch pan. Bake at 350 degrees F (175 degrees C) 30 to 35 minutes, or until a toothpick inserted into center of cake comes out clean. (It will have some melted chocolate, but no crumbs.)**",5
8303,Banana Rum Cake Recipe ,"cake,baking soda,rum,water,egg,banana,pecan,butter,sugar,vanilla,rum","Preheat oven to 350 degrees F (175 degrees C).  Grease and flour two 9-inch cake pans.**In a large bowl, combine cake mix, baking soda, rum, water, eggs, bananas and nuts. Bring together, then beat on medium speed 2 to 4 minutes.**Divide into prepared pans. Bake at 350 degrees F (175 degrees C) for 25 to 30 minutes, or until toothpick inserted into center of cake comes out clean. Cool completely.**For the frosting: Combine 1/3 cup butter or margarine with the confectioners sugar. Blend thoroughly. Stir in vanilla and 2 tablespoons rum. Beat until smooth.**",4
8309,Zucchini Chocolate Orange Cake Recipe ,"flour,cocoa powder,baking powder,baking soda,salt,cinnamon,butter,white sugar,egg,vanilla,milk,zucchini,orange,walnut,sugar,orange juice,vanilla","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a Bundt pan.**In a medium bowl, sift flour, cocoa, baking powder, baking soda, salt and cinnamon. Set aside.**In a large bowl, cream butter and sugar until fluffy. Add eggs, 2 teaspoons vanilla and milk to the butter mixture. Stir in dry ingredients and mix until well blended. Fold in zucchini, orange zest, and nuts.**Pour into a greased and floured Bundt cake pan. Bake in preheated oven until a toothpick inserted into center of cake comes out clean, 50 to 60 minutes. Allow to cool in pan for 15 minutes before inverting onto a wire rack to cool completely. Before serving, drizzle with glaze.**To make the glaze: In a small bowl mix together sugar, orange juice and 1 teaspoon vanilla. Invert cake onto serving dish, then pour glaze over.**",5
8310,Key Lime Cake III Recipe ,"lemon,vegetable oil,egg,lime,orange juice,butter,cream cheese,lime juice,sugar","Combine cake mix, gelatin mix, oil, eggs and orange juice. Pour into three 8 inch cake pans. Bake according to instructions on box. Allow to cool, then frost.**To make the frosting: In a large bowl, beat the butter and cream cheese until light and fluffy. Add lime juice and confectioners sugar. Mix well.**",4
8311,Vodka Mocha Bundt Cake Recipe ,"cake,white sugar,chocolate,vegetable oil,egg,vodka,liqueur,water,liqueur,sugar","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch Bundt pan.**In a large bowl, combine Cake mix, sugar, pudding mix, oil, eggs, vodka, coffee liqueur and water. Mix at low speed for 1 minute and then at medium speed for 4 minutes.**Pour into prepared Bundt pan. Bake at 350 degrees F (175 degrees C) for one hour or until toothpick inserted into middle comes out clean. Cool for 10 minutes in the pan, then turn out onto wire rack.**To make the glaze: In a medium bowl, combine 1/4 cup coffee liqueur with the confectioners sugar. Mix well and pour over cake.**",4
8312,Chocolate Pudding Cake II Recipe ,"flour,white sugar,cocoa powder,baking powder,salt,milk,vegetable oil,vanilla,brown sugar,cocoa powder,water","Preheat oven to 350 degrees F ( 175 degrees C).**In ungreased 9 inch square pan, stir together flour, white sugar, cocoa, the baking powder, and salt. Mix in milk, oil, and vanilla with a fork until smooth.**Spread batter evenly in pan (batter will be thick).  Sprinkle with brown sugar and 1/4 cup cocoa.  Pour boiling water over batter.**Bake at 350 degrees F (175 degrees C) for 40 minutes. Let stand 15 minutes, then spoon into dessert dishes or cut into squares. Invert each square onto dessert plate and spoon sauce over each serving. Top with ice cream or whipped topping, if desired.**",4
8313,Carrot Cake VIII Recipe ,"carrot,white sugar,pineapple,vegetable oil,applesauce,egg,vanilla,coconut,walnut,raisin,pumpkin,baking soda,salt,flour,cream cheese,butter,sugar,orange,orange juice","Preheat oven to 350 degrees F (175 degrees C). Coat Bundt pan with vegetable oil spray. Flour pan and tap out excess flour.**In a medium bowl, sift together flour, salt, soda and pumpkin pie spice. Set aside. In a separate bowl, combine coconut, walnuts and raisins. Set aside.**Grate carrots (to make 3 cups). Set aside.**In a large bowl, combine sugar, pineapple with juice, oil and applesauce. Beat on high speed for 3 minutes. Beat in eggs one at a time. Add vanilla and carrots.**Add flour mixture and beat on low speed until combined. Add coconut, walnuts and raisins and combine.**Put batter into 10 inch Bundt pan. Bake at 350 degrees F (175 degrees C) for 60 to 70 minutes, or until toothpick inserted into center of cake comes out clean. Cool in pan on wire rack. Invert onto serving plate. Frost, and refrigerate one hour.**To make the frosting: In a large bowl, combine cream cheese, butter, confectioners sugar, orange zest and juice. Beat until smooth.**",5
8314,Vanilla Ice Cream Recipe ,"whipping cream,cream,white sugar,vanilla","'In a large bowl, combine the heavy cream and the half and half. Gradually whisk in the sugar until blended.**Whisk in the vanilla. Refrigerate, covered, until very cold, at least 3 hours or as long as 3 days.**Whisk the mixture to blend and pour into the canister of an ice cream maker. Freeze according to the manufacturer''s directions. Eat at once or transfer to a covered container and freeze up to 8 hours.**'",4
8315,Piggy Pudding Dessert Cake Recipe ,"butter,flour,walnut,topping thawed,cream cheese,sugar,chocolate,milk,walnut","Preheat oven to 375 degrees F (190 degrees C).**In a medium bowl, combine butter or margarine, flour and chopped walnuts. Mix, then pat into bottom of 9x13 "" pan.**Bake at 375 degrees F (190 degrees C) for 20 minutes. Allow to cool.**Beat softened cream cheese with confectioners sugar until smooth. Fold in 1/2 of the whipped topping. Spread over cooled crust.**In a medium bowl, combine chocolate pudding mix with 3 cups milk. Mix well and spread over cream cheese mixture.**Spread remaining 1/2 container of whipped topping over pudding. Sprinkle with 1/2 cup chopped nuts.**",4
8319,Brown Sugar Cream Cheese Frosting Recipe ,"cream cheese,butter,brown sugar,vanilla,almond,honey","Melt butter and allow to cool.**In a large bowl, combine cream cheese, butter, brown sugar, vanilla and almond extract. Beat with an electric mixer. When mixture starts to stiffen, stop mixer and add honey.**Continue to beat until light and fluffy. Do not over mix, or it will collapse.**Spread immediately and store cake in refrigerator.**",4
8321,Applesauce Cake IV Recipe ,"raisin,flour,cinnamon,clove,salt,butter,white sugar,baking soda,applesauce","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9 inch square pan. In a medium bowl, combine raisins and flour. Add cinnamon, cloves and salt. Set aside.**In a large bowl, cream butter and sugar until light and fluffy. Dissolve baking soda into applesauce and mix into creamed butter. Add flour mixture. Mix until smooth.**Pour batter into a 9 inch square pan. Bake at 350 degrees F ( 175 degrees C) for 40 to 50 minutes or until a toothpick inserted into center of cake comes out clean.**",5
8323,Old Fashioned Prune Cake Recipe ,"vegetable oil,egg,white sugar,flour,baking soda,salt,spice,cinnamon,nutmeg,buttermilk,vanilla,prune,pecan,butter,buttermilk,corn syrup,white sugar,vanilla","Preheat oven to 350 degrees F (175 degrees C). Grease and flour Bundt or tube pan.**In a medium bowl, mix together flour, soda, salt, allspice, cinnamon and nutmeg. Set aside.**In a large bowl, combine oil, eggs and 1 1/2 cup sugar. Beat 2 minutes at medium speed.**Add flour mixture, alternating with 1 cup buttermilk, starting and ending with dry ingredients. beat well after each addition.  Stir in prunes, pecans and 1 1/4 teaspoon vanilla.**Pour into greased and floured bundt or tube pan and bake at 350 degrees F (175 degrees C) for 1 hour or until a toothpick comes out clean when inserted in the center.**Make large, deep holes in hot cake and pour topping in holes and on top of cake a little at a time, giving it time to soak in.**For the topping: In saucepan, over medium heat, cook butter, 3/4 cup buttermilk, corn syrup and 1 1/2 cup sugar until sugar and butter melt. Remove from heat and add 2 teaspoons vanilla and stir.**",5
8324,Cartoon Cake Recipe ,"cake,egg,cherry,vanilla,cream cheese,butter,sugar,cherry","'Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 9 inch round cake pans.**Ignore instructions on cake box. In a large bowl, beat eggs, add 1 can pie filling and combine. Add cake mix and beat until well mixed. The batter will be stiff.**Pour half of the batter into each pan and spread evenly. Bake at 350 degrees F (175 degrees C) for about 25 minutes, or until a toothpick inserted into the center of cake comes out clean. Cool a couple of minutes, then turn layers out onto cooling rack. Cool completely before icing.**For the icing: Beat butter, cream cheese, and vanilla until smooth. Add confectioners sugar and continue beating until smooth.**Ice a layer, add the second layer, and finish icing the cake. Refrigerate until time to serve.  Just before serving, pour the cherry pie filling on top and spread it gently to the edges. A few of the cherries will roll down the sides. That''s what you want.**'",4
8325,Boston Cream Cake Recipe ,"cake,vanilla,chocolate","Make cake according to package directions, using two 8 inch round pans. allow cake to cool completely.**Mix pudding according to package directions, spread between layers.**Place chocolate icing, uncovered, in microwave for 30 seconds until thin, pour over top of cake until it runs down sides. Refrigerate for 1 hour.**",4
8327,Chocolate Cherry Chip Cake Recipe ,"flour,white sugar,cocoa powder,baking soda,baking powder,salt,egg,coffee,milk,vegetable oil,vanilla,cherry,chocolate,butter,sugar,salt,vanilla,milk","'Preheat  oven  to  350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.**In a large bowl, mix flour, sugar, cocoa, baking powder, soda and salt.**Add eggs, coffee, milk, oil and vanilla. Beat until smooth (batter will be thin).**Fold in cherries and chocolate chips. Pour batter into 9x13 inch pan.**Bake at 350 degrees F (175 degrees C) for 35 minutes or until toothpick inserted into middle comes out clean. It''s best to leave it in the pan, because the chips and the cherries sort of sink to the bottom and solidify and will stick big time! Frost with white buttercream.**For the frosting: In a large bowl, combine butter, confectioners sugar, 1/2 teaspoon salt and vanilla. Cream with an electric mixer. Add milk by the tablespoon until frosting is smooth.**'",5
8328,German Chocolate Upside Down Cake Recipe ,"water,butter,brown sugar,coconut,marshmallow,walnut,chocolate,water,flour,white sugar,baking soda,salt,sour cream,butter,vanilla,egg","Preheat oven to 350 degrees F (175 degrees C). Not necessary to grease pan.**In a sauce pan, combine 1 1/4 cup water and 1/4 cup butter or margarine. Heat until butter melts, then stir in brown sugar and coconut. Pour into ungreased 9x13 inch pan. Sprinkle marshmallows and nuts over top. set aside.**For the cake: in a saucepan over low heat, combine chocolate with 1/2 cup water. Heat, stirring, until chocolate is melted. Remove from heat.**In a large bowl, mix flour, sugar, soda and salt. Add sour cream, 1/2 cup butter or margarine, vanilla and eggs. Add chocolate mixture and beat 3 minutes. Carefully spoon batter over coconut marshmallow mixture in pan.**Bake at 350 degrees F (175 degrees C) for 40 to 50 minutes, or until toothpick inserted into center comes out clean. Place pan on foil or cookie sheet to guard against spillage.**",5
8330,Swedish Nut Cake Recipe ,"white sugar,flour,egg,walnut,baking soda,vanilla,pineapple,cream cheese,sugar,walnut,butter,vanilla","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch baking pan.**In a large bowl, mix flour, sugar, 1/2 cup nuts and baking soda. Add eggs, pineapple and 2 teaspoons vanilla . Beat until smooth and pour into 9x13 inch baking pan.**Bake at 350 degrees F (175 degrees C) for 40 to 50 minutes. Spread icing on hot cake.**For the icing: In a large bowl, cream butter or margarine, cream cheese, 1 teaspoon vanilla and confectioners sugar until light and fluffy. Fold in 1/2 cup nuts. Spread on hot cake.**",5
